Instrument_#,I-id,Archival_Culture_Name,Possible_GJB_All_cid_Matches,Cultural_focus,Instrument_Name,Alt_Instrument_Names,Sachs_Number,Sachs_Suffix,Additional_Comments,Bibliographic_Sources,Page/plate/illustration#,Archival_source,Source_Tag,Metadata_notes
10,1492,AMHARA,10495,,FIDDLE,Masenquo,321322,0,One string,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara  ,
43,1493,AMHARA,10495,,DRUM,Kabaro; Kebero,211222,0,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara  ,
40,1494,AMHARA,10495,,DRUM,Nagarit,211222,61,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara  ,
20,1495,AMHARA,10495,,FLUTE,Washuit,421,0,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara  ,
28,1496,AMHARA,10495,,LITHOPHONE,Dowel; Dawal,111222,0,Replaced by bells,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara  ,
31,1497,AMHARA,10495,,RATTLE,Sanassel; Tsenasil,112112,0,Described as brass rattle with sliding sistrum,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara  ,
13,1498,AMHARA,10495,,TRUMPET,Malakat,4231211,0,Being replaced by Italian brass trumpets,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara  ,
11,1499,AMHARA,10495,,LYRE,Begena; Baganna,3212,16,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara  ,
21,1500,AMHARA,10495,,FLUTE,Embilta; Imbilta,421112,0,,"Messing, S. D. (1957). The Highland-Plateau Amhara of Ethiopia. [Doctoral dissertation, University of Pennsylvania].",,,@Messing1957Amhara  ,
18,1501,RIF,30150,,OBOE,Zammar,42212,27,,"Coon, C. S. (1931). Tribes of the Rif. Harvard African Studies, 9. Cambridge: Peabody Museum.",,,@Coon1931TribesoftheRif  ,
18,1502,RIF,30150,,OBOE,Ghaita; Rhaita,422,33,"In N. Africa, conical bore and double reed","Coon, C. S. (1931). Tribes of the Rif. Harvard African Studies, 9. Cambridge: Peabody Museum.",,,@Coon1931TribesoftheRif  ,
20,1503,RIF,30150,,FLUTE,Dasebbabt,421,33,,"Coon, C. S. (1931). Tribes of the Rif. Harvard African Studies, 9. Cambridge: Peabody Museum.",,,@Coon1931TribesoftheRif  ,
47,1504,RIF,30150,,FRAME DRUM,Bendir,211,0,"Large, sometimes two-headed","Coon, C. S. (1931). Tribes of the Rif. Harvard African Studies, 9. Cambridge: Peabody Museum.",,,@Coon1931TribesoftheRif  ,
26,1505,RIF,30150,,CASTANET,Iron,111141,0,,"Coon, C. S. (1931). Tribes of the Rif. Harvard African Studies, 9. Cambridge: Peabody Museum.",,,@Coon1931TribesoftheRif  ,
42,1506,RIF,30150,,DRUM,Tbel,21121,0,,"Coon, C. S. (1931). Tribes of the Rif. Harvard African Studies, 9. Cambridge: Peabody Museum.",,,@Coon1931TribesoftheRif  ,
42,1507,S US,,,DRUM,Tom-tom,211212,4,,"Lomax, A. (1959-60). Field research, Southern U.S.",,,@Lomax1959-60SouthernUS  ,I-id changed from 1581 in 1977 by NZB.
47,1508,RIF,30150,,FRAME DRUM,,21131,0,Frame drum,"Coon, C. S. (1931). Tribes of the Rif. Harvard African Studies, 9. Cambridge: Peabody Museum.","Coon, 138",,@Coon1931TribesoftheRif  ,Unclear if this is the correct source
17,1509,RIF,30150,,CLARINET,Zamr,4222,27,,"Coon, C. S. (1931). Tribes of the Rif. Harvard African Studies, 9. Cambridge: Peabody Museum.","Coon, 138",,@Coon1931TribesoftheRif  ,Unclear if this is the correct source
26,1510,TIKOPIA,27083,,TROUGH,,11122,0,,"Firth, R. (1940). The Work of the Gods in Tikopia. Monographs on social anthropology, 1-2. London: London school of economics and political science.","Firth, 276",,@Firth1940  ,
26,1511,TIKOPIA,27083,,CLAPPER,U Seru,11112,4,,"McLeod, N. (1957). The social context of music in a Polynesian community. [Unpublished master's thesis]. University of London.",,,@McLeod1957MusicInPolynesianCommunity  ,
25,1512,TIKOPIA,27083,,STAMP TUBE,Lopu,413,0,,"McLeod, N. (1957). The social context of music in a Polynesian community. [Unpublished master's thesis]. University of London.",,,@McLeod1957MusicInPolynesianCommunity  ,
26,1513,TIKOPIA,27083,,TROUGH,Nafa,11113,4,"Sacred sounding board. Patted during singing of the ""Sore""","McLeod, N. (1957). The social context of music in a Polynesian community. [Unpublished master's thesis]. University of London.",,,@McLeod1957MusicInPolynesianCommunity  ,
10,1514,TIKOPIA,27083,,LUTE,Ukelele,321322,16,,"McLeod, N. (1957). The social context of music in a Polynesian community. [Unpublished master's thesis]. University of London.",,,@McLeod1957MusicInPolynesianCommunity  ,
13,1515,TIKOPIA,27083,,CONCH,Pu,42311,0,,"McLeod, N. (1957). The social context of music in a Polynesian community. [Unpublished master's thesis]. University of London.",,,@McLeod1957MusicInPolynesianCommunity  ,
20,1516,TIKOPIA,27083,,FLUTE,Takatangitangi; Pukafe,421111,32,,"McLeod, N. (1957). The social context of music in a Polynesian community. [Unpublished master's thesis]. University of London.",,,@McLeod1957MusicInPolynesianCommunity  ,
35,1517,MARQUESAS,20901,,CLAPPING,,1112,0,,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).","Linton, 12",,@Linton1923Marquesas  ,
42,1518,MARQUESAS,20901,,DRUM,Tutu,2112111,6,,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).","Linton, 12",,@Linton1923Marquesas  ,
32,1519,MARQUESAS,20901,,SCRAPER,,1122,33,,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).","Linton, 12",,@Linton1923Marquesas  ,
17,1520,MARQUESAS,20901,,CLARINET,Hakahan,4222,33,Mouth flute,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).","Linton, 12",,@Linton1923Marquesas  ,
28,1521,MARQUESAS,20901,,XYLOPHONE,Pahu kouhou,111212,0,10 bars,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).","Linton, 12",,@Linton1923Marquesas  ,
10,1522,MARQUESAS,20901,,GUITAR,,321322,0,,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).","Linton, 12",,@Linton1923Marquesas  ,
20,1523,MARQUESAS,20901,,FLUTE,Puakahon,421221312,0,Slide flute,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).","Linton, 12",,@Linton1923Marquesas  ,
26,1524,MARQUESAS,20901,,CLAPPER,,111,0,Can or pan beaten with sticks,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).","Linton, 12",,@Linton1923Marquesas  ,
26,1525,MARQUESAS,20901,,PERCUSSION STICK,,111212,4,,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).",,,@Linton1923Marquesas  ,
33,1526,MARQUESAS,20901,,JEWS HARP,Tita'a kohe,12121,0,,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).",,,@Linton1923Marquesas  ,
42,1527,MARQUESAS,20901,,DRUM,Pahu anaana,2112112,6,Player stands on platform,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).",,,@Linton1923Marquesas  ,
10,1528,MARQUESAS,20901,,TRUMPET,Putona,423112,0,Conch shell. Played only by the chief,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).","Linton, 12",,@Linton1923Marquesas  ,
20,1529,MARQUESAS,20901,,FLUTE,Ki kohe puru; Pu ihu,42112,32,,"Fischer, H. (1958). Schallgerate in Ozeanien : Bau und Spieltechnik, Verbreitung und Funktion. Sammlung musikwissenschaftlicher Abhandlungen, 36. Strasbourg: Editions P.H. Heitz.","Fischer, 120",,@Fischer1958SchallgerateinOzeanien  ,
13,1530,MARQUESAS,20901,,TRUMPET,Cassis,42311,0,Shell trumpet,"Fischer, H. (1958). Schallgerate in Ozeanien : Bau und Spieltechnik, Verbreitung und Funktion. Sammlung musikwissenschaftlicher Abhandlungen, 36. Strasbourg: Editions P.H. Heitz.",,,@Fischer1958SchallgerateinOzeanien  ,
42,1531,MARQUESAS,20901,,DRUM,Umi,2112112,6,,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).",,,@Linton1923Marquesas  ,
13,1532,MARQUESAS,20901,,TRUMPET,,42312111,0,Wood trumpet,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).",,,@Linton1923Marquesas  ,
5,1533,MARQUESAS,20901,,MUSICAL BOW,Utete,31112,21,,"Linton, R. (1923). The Material Culture of the Marquesas Islands. Memoirs of the B. P. Bishop Museum, 8(5).",,,@Linton1923Marquesas  ,
47,1534,S US,,,FRAME DRUM,,211311,2,,"Lomax, A. (1959-60). Field research, Southern U.S.",,,@Lomax1959-60SouthernUS  ,I-id changed from 1579 in 1977 by NZB.
33,1535,HUNGARY,16919,,JEWS HARP,,1212,0,,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.",,,@Hanzeli1955TheHungarians  ,
20,1536,HUNGARY,16919,,FLUTE,,42111112,27,Long,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.","Hanzeli et al., 111",,@Hanzeli1955TheHungarians  ,
20,1537,HUNGARY,16919,,FLUTE,,42111112,0,,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.","Hanzeli et al., 111",,@Hanzeli1955TheHungarians  ,
19,1538,HUNGARY,16919,,BAGPIPE,Duda,422,26,,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.","Hanzeli et al., 116",,@Hanzeli1955TheHungarians  ,
7,1539,HUNGARY,16919,,ZITHER,Citera,314122,16,,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.","Hanzeli et al., 32, 113",,@Hanzeli1955TheHungarians  ,
7,1540,HUNGARY,16919,,CIMBALOM,,314122,15,,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.",,,@Hanzeli1955TheHungarians  ,
10,1541,HUNGARY,16919,,VIOLIN,,321322,18,,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.","Hanzeli et al., 111",,@Hanzeli1955TheHungarians  ,
10,1542,HUNGARY,16919,,HURDYGURDY,,32122,20,,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.","Hanzeli et al., 81, 118",,@Hanzeli1955TheHungarians  ,
17,1543,HUNGARY,16919,,CLARINET,Tarogato,4222112,28,,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.","Hanzeli et al., 113",,@Hanzeli1955TheHungarians  ,
10,1544,HUNGARY,16919,,BASS VIOL,,321322,0,,"Károlyi, A. F. (1939). Hungarian Pageant: Life, Customs and Art of the Hungarian Peasantry. Budapest: Dr. George Vajna & Co.",,,@Károlyi1939HungarianPageant  ,
10,1545,HUNGARY,16919,,CELLO,,321322,18,,"Károlyi, A. F. (1939). Hungarian Pageant: Life, Customs and Art of the Hungarian Peasantry. Budapest: Dr. George Vajna & Co.",,,@Károlyi1939HungarianPageant  ,
10,1546,HUNGARY,16919,,VIOLA,,321322,18,,"Károlyi, A. F. (1939). Hungarian Pageant: Life, Customs and Art of the Hungarian Peasantry. Budapest: Dr. George Vajna & Co.",,,@Károlyi1939HungarianPageant  ,
42,1547,HUNGARY,16919,,DRUM,,211211,0,,"Károlyi, A. F. (1939). Hungarian Pageant: Life, Customs and Art of the Hungarian Peasantry. Budapest: Dr. George Vajna & Co.",,,@Károlyi1939HungarianPageant  ,
13,1548,HUNGARY,16919,,ALPHORN,,4231211,0,,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.",,,@Hanzeli1955TheHungarians  ,
18,1549,HUNGARY,16919,,OBOE,,4221111,0,No fingerhole stopping,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.",,,@Hanzeli1955TheHungarians  ,
23,1550,HUNGARY,16919,,HARMONICA,,412132,0,,"Károlyi, A. F. (1939). Hungarian Pageant: Life, Customs and Art of the Hungarian Peasantry. Budapest: Dr. George Vajna & Co.",,,@Károlyi1939HungarianPageant  ,
23,1551,HUNGARY,16919,,ACCORDION,,412132,30,,"Károlyi, A. F. (1939). Hungarian Pageant: Life, Customs and Art of the Hungarian Peasantry. Budapest: Dr. George Vajna & Co.",,,@Károlyi1939HungarianPageant  ,
37,1552,HUNGARY,16919,,DRUM,,2321,0,Friction drum; stick or cord.,"Viski, K. (1938). The Handbook of Hungarian Philology. (J. Melich & G. Nemeth, Ed.) Budapest: Hungarian Academy of Sciences.",,,@Viski1938HungarianPhilology  ,
14,1553,HUNGARY,16919,,HORN,,4231,0,Shepherd's horn,"Hanzeli, V. E., & Indiana University. (1955). The Hungarians. Subcontractor's monograph, HRAF-5: Indiana University Graduate Program in Uralic and Asian Studies. New Haven: Human Relations Area Files.",,,@Hanzeli1955TheHungarians  ,
10,1554,HUNGARY,16919,,LUTE,Koboz,321321,0,,"Károlyi, A. F. (1939). Hungarian Pageant: Life, Customs and Art of the Hungarian Peasantry. Budapest: Dr. George Vajna & Co.",,,@Károlyi1939HungarianPageant  ,
10,1555,TRUK,27490,,GUITAR,,321322,0,,"Goodenough, W. H. (1951). Property, Kin and Community on Truk. New Haven: Yale University Press.",,,@Goodenough1951Truk  ,
23,1556,TRUK,27490,,HARMONICA,,412132,0,,"Goodenough, W. H. (1951). Property, Kin and Community on Truk. New Haven: Yale University Press.",,,@Goodenough1951Truk  ,
13,1557,TRUK,27490,,TRUMPET,Sewi,423112,0,Shell trumpet,"Gladwin, T. & Sarason, S. B. (1953). Truk: Man in Paradise. Viking Fund Publications in Anthropology, 20. New York: Wenner-Gren Foundation.","Gladwin & Sarason, 263",,@GladwinSarason1953Truk  ,
20,1558,TRUK,27490,,FLUTE,Aangyn,421,32,Nose flute,"Gladwin, T. & Sarason, S. B. (1953). Truk: Man in Paradise. Viking Fund Publications in Anthropology, 20. New York: Wenner-Gren Foundation.","Gladwin & Sarason, 263",,@GladwinSarason1953Truk  ,
47,1559,N RUSSIA,"24468, 50273, 10827",,FRAME DRUM,Buben,211311,2,,,,,,Source not found
19,1560,N RUSSIA,"50273, 10827","No specific focus given, but additional research suggests this instrument is mainly associated with Northwestern Russia",BAGPIPE,Volynka,42212,26,,,,,,Source not found
20,1561,N RUSSIA,24470,"No specific focus given, but additional research suggests this ancient instrument originated with the Rus' people",FLUTE,Sopel,42111112,0,,,,,,Source not found
20,1562,N RUSSIA,"24468, 50273, 10827",,WHISTLE,Svistulka,42111112,0,,,,,,Source not found
10,1563,N RUSSIA,"24468, 50273, 10827",,LUTE,,321322,0,,,,,,Source not found
13,1564,N RUSSIA,"24468, 50273, 10827",,TRUMPET,,42312112,0,,,,,,Source not found
13,1565,N RUSSIA,50268,"No specific focus given, but additional research suggests this instrument is mainly associated with Vladimir",TRUMPET,Rozhok,42312112,27,"Shepherd's horn, played in pairs until the 1870s.",,,,,Source not found
18,1566,N RUSSIA,"24468, 50273, 10827",,OBOE,Zhaleika; jaleika,4221111,0,"Single in N. Russia, double in C. and S. Russia",,,,,Source not found
7,1567,N RUSSIA,24470,"No specific focus given, but additional research suggests this ancient instrument originated with the Rus' people",ZITHER,Gusli,3112,16,Oldest Russian stringed instrument. Used by bards. Large ones (very rare) supported by legs.,,,,,Source not found
23,1568,N RUSSIA,"13883, 13520","No specific focus given, but additional research suggests this instrument is mainly associated with Tula, Vyatka, Saratov, and Livny, and is also used by the Mari and Chuvash peoples in the Volga region.",ACCORDION,Garmonika,412132,0,,,,,,Source not found
10,1569,N RUSSIA,"24468, 50273, 10827",,LUTE,Domra,321322,17,,,,,,Source not found
10,1570,N RUSSIA,"24468, 50273, 10827",,LUTE,Balalaika,321322,0,,,,,,Source not found
44,1571,MARING,20879,,DRUM,,2112411,0,,"Vayda, C. L. (1963). [Recording notes]. Maring tapes. Cherry Lowman Vayda collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1747,@CLVC1963MaringTapes  ,
33,1572,MARING,20879,,JEWS HARP,,1212,0,For unmarried people only,"Vayda, C. L. (1963). [Recording notes]. Maring tapes. Cherry Lowman Vayda collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1747,@CLVC1963MaringTapes  ,
20,1573,MARING,20879,,FLUTE,,4211111,0,Played in pairs,"Vayda, C. L. (1963). [Recording notes]. Maring tapes. Cherry Lowman Vayda collection. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1747,@CLVC1963MaringTapes  ,
17,1574,S US,,,SAXOPHONE,,422212,27,Baritone saxophone,"Lomax, A. (1959-60). Field research, Southern U.S.",,,@Lomax1959-60SouthernUS  ,I-id changed from 1580 in 1977 by NZB.
26,1575,S US,,"No specific focus given, but additional research suggests that in the Southern U.S., this instrument is associated with minstrel music, blues, bluegrass, and zydeco",CLAPPER,Bones,11121,4,,"Lomax, A. (1959-60). Field research, Southern U.S.",,,@Lomax1959-60SouthernUS  ,I-id changed from 1582 in 1977 by NZB.
33,1576,BALI,11507,,JEWS HARP,,1212,0,,"McPhee, C. (1949). The Five-Tone Gamelan Music of Bali. Musical Quarterly, 35(2), 250–281.",,,@McPhee1949TheFive-ToneGamelanMusicofBali  ,
35,1577,BALI,11507,,CLAPPING,,1112,0,,"McPhee, C. (1949). The Five-Tone Gamelan Music of Bali. Musical Quarterly, 35(2), 250–281.",,,@McPhee1949TheFive-ToneGamelanMusicofBali  ,
26,1578,WOLOF,28744,,CALABASH,,11114,4,"Beaten with hands, struck with a stick. Supported by pillow.","Ames, D. (1955). [Liner notes]. Wolof Music of Senegal and the Gambia. Folkways Records. In Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. Retrieved from https://folkways.si.edu/wolof-music-of-senegal-and-the-gambia/world/album/smithsonian",,4A10,@FW1955WolofMusicSenegalGambia  ,
17,1579,S US,,,SAXOPHONE,,422212,27,Tenor saxophone,"Lomax, A. (1959-60). Field research, Southern U.S.",,,@Lomax1959-60SouthernUS  ,
10,1580,S US,"18349, 30063, 62435",,MANDOLIN,,321321,17,,"Lomax, A. (1959-60). Field research, Southern U.S.",,,@Lomax1959-60SouthernUS  ,
36,1581,S US,,,STOMPING,,500,0,,"Lomax, A. (1959-60). Field research, Southern U.S.",,,@Lomax1959-60SouthernUS  ,
10,1582,S US,,,GUITAR,Fender bass,321322,17,Electrified bass guitar,"Lomax, A. (1959-60). Field research, Southern U.S.",,,@Lomax1959-60SouthernUS  ,
28,1583,MNONG GAR,21506,,LITHOPHONE,,111222,0,Stone xylophone,"Condominas, G. (1957). Nous Avons Mange La Foret. Paris: Mercure de France.",,,@Condominas1957NousAvonsMangeLaForet  ,
22,1584,MNONG GAR,21506,,MOUTH ORGAN,,412132,0,,"Condominas, G. (1957). Nous Avons Mange La Foret. Paris: Mercure de France.",,,@Condominas1957NousAvonsMangeLaForet  ,
45,1585,BAHIMA,11342,,DRUM,,21125,0,,"Hopkins, T. & Hopkins, E. (1962-63). [Liner notes]. Hopkins Recordings from Uganda 1962-1963. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1245; T1246,  ,
29,1586,BAHIMA,11342,,BELLS,,111242,53,Ankle bells,"Hopkins, T. & Hopkins, E. (1962-63). [Liner notes]. Hopkins Recordings from Uganda 1962-1963. In Alan Lomax Collection, American Folklife Center, Library of Congress.",,T1245; T1246,  ,
26,1587,CHOPI,13806,,IDIOPHONE,,111,4,Mortar & pestle,"Tracey, H. (1948). Chopi Musicians: Their music, poetry, and instruments. Oxford: Oxford University Press.; Tracey, H. (1965). [Liner notes] The Sounds of Africa, TR204 and TR205. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University. ",,4A66; 4A67,@Tracey1948ChopiMusicians @SOA1965TR204 @SOA1963TR205 ,
46,1588,LALA,19614,,DRUM,,21126,2,Goblet drum,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
20,1589,LALA,19614,,WHISTLE,,421,0,,"Tracey, H. (1957). [Liner notes]. The Sounds of Africa, TR14, TR19, and TR21. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University.",,TR14; TR19; TR21,@SOA1957TR14 @SOA1957TR19 @SOA1957TR21  ,
45,1590,RUANDA,"62544, 11375, 27781",,DRUM,,21125,0,,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@Collaer1960AtlasHistoriquedelaMusique  ,
42,1591,RUANDA,"62544, 11375, 27781",,DRUM,,2112112,3,,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@CollaerVanderLinden1960AtlasHistoriquedelaMusique  ,
42,1592,RUANDA,"62544, 11375, 27781",,DRUM,,2112112,53,Treble drum,"Collaer, P. & Vander Linden, A. (1960). Atlas Historique de la Musique. Brussels: Les Editions et Ateliers d'Art Graphique Elsevier.",,,@Collaer1960AtlasHistoriquedelaMusique  ,
28,1593,CHOPI,13806,,XYLOPHONE,Chilanzane,111212,4,Treble,"Tracey, H. (1948). Chopi Musicians: Their music, poetry, and instruments. Oxford: Oxford University Press.; Tracey, H. (1965). [Liner notes] The Sounds of Africa, TR204 and TR205. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University. ",,4A66; 4A67,@Tracey1948ChopiMusicians @SOA1965TR204 @SOA1963TR205 ,
28,1594,CHOPI,13806,,XYLOPHONE,Doli,111212,4,Tenor,"Tracey, H. (1948). Chopi Musicians: Their music, poetry, and instruments. Oxford: Oxford University Press.; Tracey, H. (1965). [Liner notes] The Sounds of Africa, TR204 and TR205. In The Hugh Tracey Acetate and Vinyl Collections, The International Library of African Music, Rhodes University. ",,4A66; 4A67,@Tracey1948ChopiMusicians @SOA1965TR204 @SOA1963TR205 ,
25,1595,AINU,"16809, 10209",,STAMP TUBE,,413,0,,"Malm, W. (1959). Japanese Music and Musical Instruments. Rutland and Tokyo: Charles E. Tuttle.","Malm, 247",,@Malm1959JapaneseMusicandMusicalInstruments,
29,1596,CHAGGA,13388,,BELLS,Sicheyere,111242,0,,"Gutmann, B. (1926). Chagga Law. Arbeiten fur Entwicklungspsychologie, 7. Munich: C. H. Beck.",,,@Gutmann1926ChaggaLaw  ,
29,1597,A CHINA,30166,,BELL,Yung-chung; Po-chung; Wei-shun; Shun; Ch'ing; Chwen,111242121,3,"Yung-chung - 4.5 ft. high, played with large drum; Po-chung - when played ""t'e ching"" must answer. 3.6 ft, tuned, struck with wooden hammer; Wei-shun - balloon shaped, 1.35 ft high, bells within it; Shun or Ch'ing - mortar-shaped, 1.3 ft.","Van Aalst, J. A. (1884). Chinese Music. Imperial Maritime Customs Special Series 6. Shanghai: Statistical Dept. of the Inspectorate General of Customs.","Van Aalst, 52, 56",,@VanAalst1884ChineseMusic,
29,1598,A CHINA,30166,,BELL SET,Pien-chung; Ko-chung,11124222,4,"Bell chime ""pien-chung"" - 16 bells, when played stone chime must answer; Bell chime ""ko-chung"" - same but octave higher, companion of ko-ch'ing (stone chime).","Van Aalst, J. A. (1884). Chinese Music. Imperial Maritime Customs Special Series 6. Shanghai: Statistical Dept. of the Inspectorate General of Customs.","Van Aalst, 54",,@VanAalst1884ChineseMusic,
28,1599,A CHINA,30166,,LITHOPHONE,Pien-ch'ing; Ko-ch'ing,111222,3,"Stone chime ""pien-ch'ing"" - 16 stones (1.8 x 1.35 ft); Singers stone chime ""ko-ch'ing"" - 12-24 stones, higher pitched.","Van Aalst, J. A. (1884). Chinese Music. Imperial Maritime Customs Special Series 6. Shanghai: Statistical Dept. of the Inspectorate General of Customs.","Van Aalst, 49",,@VanAalst1884ChineseMusic,
28,1600,A CHINA,30166,,LITHOPHONE,T'e-ch'ing; Li-ch'ing,111221,3,Single stone. Confucian ceremonies,"Van Aalst, J. A. (1884). Chinese Music. Imperial Maritime Customs Special Series 6. Shanghai: Statistical Dept. of the Inspectorate General of Customs.","Van Aalst, 48",,@VanAalst1884ChineseMusic,
27,1601,A CHINA,30166,,GONG,Lo,1112411,27,"Gong, from 2 inches to 2 feet.","Van Aalst, J. A. (1884). Chinese Music. Imperial Maritime Customs Special Series 6. Shanghai: Statistical Dept. of the Inspectorate General of Customs.","Van Aalst, 57",,@VanAalst1884ChineseMusic,
27,1602,A CHINA,30166,,GONG SET,Yun-lo,1112412,3,"Gong-chimes, 10 small gongs hanging by silk.","Van Aalst, J. A. (1884). Chinese Music. Imperial Maritime Customs Special Series 6. Shanghai: Statistical Dept. of the Inspectorate General of Customs.","Van Aalst, 57",,@VanAalst1884ChineseMusic,
29,1603,A CHINA,30166,,BELL,To; Feng-ling; Tcho,111242122,3,"To - tongued bell with wooden or metal handle; Feng-ling - wind bells, small, hung on eaves of houses and pagodas.","Van Aalst, J. A. (1884). Chinese Music. Imperial Maritime Customs Special Series 6. Shanghai: Statistical Dept. of the Inspectorate General of Customs.","Van Aalst, 57",,@VanAalst1884ChineseMusic,
26,1604,A CHINA,30166,,CYMBAL,Po; Hao,111142,0,,"Van Aalst, J. A. (1884). Chinese Music. Imperial Maritime Customs Special Series 6. Shanghai: Statistical Dept. of the Inspectorate General of Customs.","Van Aalst, 58",,@VanAalst1884ChineseMusic,
