Instrument_#,I-id,Instrument_Name,Archival_Culture_Name,Sachs_Number,Sachs_Suffix,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Active
10,49,FIDDLE,JAVA,321321,19,0,0,7,2,3,1,4,16,13,10,0,6,15,4,1
27,69,KETTLE GONG,JAVA,1112412,0,0,0,5,3,2,1,0,0,0,0,0,6,1,5,1
28,68,XYLOPHONE,JAVA,111212,4,0,0,0,3,2,1,3,13,14,16,0,6,1,5,1
30,26,DRUM,JAVA,21122,7,0,0,4,2,2,1,4,16,13,10,0,7,1,5,1
43,54,DRUM,JAVA,211222,6,0,1,5,3,2,5,0,0,0,0,0,1,2,5,1
10,57,LUTE,JAVA,321322,16,7,0,0,4,2,5,0,0,0,0,0,6,6,5,1
20,37,FLUTE,JAVA,42111112,27,10,0,3,3,2,2,2,1,13,0,0,6,6,5,1
20,36,FLUTE,JAVA,42111112,27,10,0,3,3,1,1,4,4,10,16,0,6,6,5,1
12,58,HARP,JAVA,32211,0,7,0,6,5,2,5,0,0,0,0,0,6,11,5,1
46,65,DRUM,JAVA,21126,0,0,2,3,0,0,5,0,0,0,0,0,6,14,5,1
10,31,REBAB,JAVA,321311,18,9,0,8,3,2,1,4,4,16,13,0,6,15,5,1
27,13,GONG SET,JAVA,1112412,4,6,0,8,2,1,2,4,4,13,16,0,6,1,6,1
43,25,DRUM,JAVA,2112511,7,0,1,4,2,1,1,4,16,13,10,0,7,1,6,1
43,53,DRUM,JAVA,211212,4,0,3,5,3,1,5,0,0,0,0,0,0,2,7,1
32,61,SCRAPER,JAVA,111211,0,0,0,2,3,2,5,0,0,0,0,0,6,6,7,1
28,14,METALLOPHONE,JAVA,111222,4,5,0,6,2,1,2,4,14,10,16,0,6,15,7,1
28,15,METALLOPHONE,JAVA,111222,5,6,0,5,3,1,2,4,14,10,16,0,6,1,8,1
7,48,ZITHER,JAVA,314222,16,7,0,6,2,2,2,2,4,16,0,6,6,15,8,1
6,34,IDIOCHORD,JAVA,31211,15,7,0,4,3,1,1,0,0,0,0,0,0,0,9,1
28,24,XYLOPHONE,JAVA,111232,4,0,0,3,3,2,1,3,16,13,1,0,0,1,9,1
45,28,DRUM,JAVA,2112511,0,0,0,3,3,1,1,2,0,16,0,0,5,15,9,1
43,55,DRUM,JAVA,21125,0,5,1,0,0,2,5,0,0,0,0,0,6,15,9,1
30,20,RICE BLOCK,JAVA,1112,6,0,0,7,5,2,1,2,1,3,0,0,1,15,10,1
30,47,WATER BAMBOO,JAVA,111231,0,4,0,0,6,3,1,1,7,0,0,0,1,6,12,1
26,46,PERCUSSION TUBE,JAVA,111231,0,4,0,2,2,3,1,1,15,0,0,0,1,6,12,1
13,278,TRUMPET,JIVARO,42311,0,10,0,1,3,3,1,0,0,0,0,0,0,0,0,1
5,279,MUSICAL BOW,JIVARO,3111,16,7,0,0,0,2,1,1,15,0,0,0,0,0,0,1
30,284,SLIT DRUM,JIVARO,21121,0,0,0,0,3,4,1,3,1,8,10,1,0,1,0,1
20,286,FLUTE,JIVARO,421111,0,10,0,3,3,1,1,4,10,11,1,0,0,0,2,1
20,288,FLUTE,JIVARO,421111,0,10,0,2,3,4,1,3,1,10,9,0,0,0,2,1
20,285,FLUTE,JIVARO,421111,0,10,0,2,3,1,1,3,4,10,11,0,0,0,2,1
31,282,RATTLE,JIVARO,112111,0,0,0,4,6,1,1,1,10,0,0,0,2,2,5,1
42,283,DRUM,JIVARO,21121,11,0,3,2,2,1,4,4,0,8,11,0,1,2,6,1
31,280,RATTLE,JIVARO,112111,0,0,0,2,4,1,1,3,9,10,11,0,2,14,9,1
31,287,RATTLE,JIVARO,112112,3,0,0,2,2,4,1,3,2,10,9,0,1,6,12,1
18,1250,OBOE,KAZAK,4221122,0,10,0,2,2,1,1,3,5,15,16,9,1,6,2,1
20,1251,FLUTE,KAZAK,4211211,0,10,0,2,2,1,1,3,5,15,16,9,1,6,2,1
10,1252,LUTE,KAZAK,321321,0,7,0,5,2,2,5,3,5,15,16,0,6,6,5,1
10,1253,LUTE,KAZAK,321321,0,7,0,6,2,1,5,4,5,15,16,9,6,6,5,1
6,847,ZITHER,KERALA,311221,0,0,0,2,2,3,3,2,1,10,0,0,0,0,0,1
35,842,CLAPPING,KERALA,1112,0,0,0,0,6,0,0,3,10,11,15,0,0,0,0,1
27,856,GONG,KERALA,1112411,0,0,0,0,2,2,1,4,12,10,16,0,0,0,0,1
52,857,DRUM,KERALA,211,0,0,4,0,2,2,1,4,12,10,16,0,1,2,0,1
47,861,FRAME DRUM,KERALA,2113,0,0,2,0,2,2,1,2,1,12,0,0,0,6,0,1
33,846,JEWS HARP,KERALA,12122,0,7,0,0,2,2,1,0,0,0,0,1,0,6,0,1
26,843,CYMBAL,KERALA,111142,4,0,0,1,2,2,1,2,1,12,0,0,6,6,0,1
26,858,CASTANET,KERALA,111141,4,0,0,1,2,2,1,2,1,12,0,0,6,6,0,1
14,851,TRUMPET,KERALA,42312121,0,0,0,5,2,2,1,2,12,1,0,0,1,6,1,1
13,849,HORN,KERALA,42311,0,0,0,2,2,2,1,2,1,12,0,0,1,6,2,1
10,862,LUTE,KERALA,321322,19,9,0,5,2,2,1,3,1,10,2,0,6,6,3,1
5,845,MUSICAL BOW,KERALA,311121,4,8,0,7,2,1,1,3,12,10,1,0,6,7,4,1
26,854,CYMBAL,KERALA,111142,4,0,0,1,2,2,1,4,12,1,16,0,1,6,5,1
44,850,DRUM,KERALA,2112421,4,0,3,3,2,2,1,3,12,1,10,0,1,2,7,1
49,848,DRUM,KERALA,22@3,9,7,1,3,2,2,1,3,1,10,2,0,6,11,7,1
44,853,DRUM,KERALA,2112412,0,0,2,5,2,2,1,2,1,12,0,0,1,2,8,1
43,852,DRUM,KERALA,2112221,0,0,1,6,2,2,1,3,12,1,15,0,1,2,8,1
18,844,OBOE,KERALA,42211,0,0,0,5,2,2,1,2,10,1,0,1,0,6,8,1
42,860,DRUM,KERALA,2112121,0,0,1,3,2,2,1,2,16,15,0,0,6,15,9,1
29,855,BELL,KERALA,1112422,0,0,0,1,3,2,1,3,10,11,16,0,2,14,10,1
5,859,MUSICAL BOW,KERALA,31121121,0,8,0,9,2,2,1,2,1,12,0,0,6,16,12,1
26,687,PERCUSSION BOX,KOREA,1112,0,0,5,6,0,0,5,1,8,0,0,0,0,0,0,1
7,706,ZITHER,KOREA,314122,15,8,0,4,0,2,2,2,14,16,0,0,0,0,0,1
43,681,DRUM,KOREA,21122,2,1,0,6,0,0,1,0,0,0,0,0,1,1,0,1
47,682,FRAME DRUM,KOREA,211312,2,0,5,5,0,0,6,0,0,0,0,0,1,1,0,1
27,705,GONG,KOREA,1112411,0,0,0,3,3,1,2,1,1,0,0,0,0,6,0,1
18,685,SHAWM,KOREA,422112,27,10,0,3,0,1,2,4,9,11,14,0,0,6,0,1
31,688,RATTLE,KOREA,11211,4,0,1,1,0,0,0,0,0,0,0,0,1,6,0,1
43,684,DRUM,KOREA,21122,2,0,5,5,0,0,5,1,1,0,0,0,0,16,0,1
32,686,SCRAPER,KOREA,112212,0,0,0,0,0,0,8,1,8,0,0,1,0,16,0,1
18,691,SHAWM,KOREA,422111,27,10,0,0,0,0,0,0,0,0,0,0,0,6,2,1
18,692,SHAWM,KOREA,422111,27,10,0,0,0,0,0,0,0,0,0,0,0,6,2,1
22,693,MOUTH ORGAN,KOREA,412132,0,0,0,3,3,0,7,0,0,0,0,0,0,6,2,1
24,690,OCARINA,KOREA,42122142,27,0,0,1,0,0,2,2,16,14,0,0,0,6,2,1
21,694,PANPIPE,KOREA,42111211,0,0,0,2,3,0,2,2,16,14,0,0,0,6,2,1
18,1659,OBOE,KOREA,4221122,0,10,0,0,2,2,1,1,9,0,0,0,1,6,2,1
20,695,FLUTE,KOREA,42111112,27,10,0,3,3,0,5,2,16,14,0,0,6,6,2,1
20,696,FLUTE,KOREA,421121,27,11,0,5,3,1,2,3,10,16,14,0,6,6,2,1
18,1661,OBOE,KOREA,42211,27,11,0,4,2,2,5,0,0,0,0,0,7,6,2,1
26,1662,CASTANET,KOREA,111212,3,0,0,2,2,3,5,1,8,0,0,0,7,6,4,1
10,699,LUTE,KOREA,321321,16,7,0,5,2,1,6,2,16,14,0,0,6,11,4,1
12,1660,HARP,KOREA,32211,16,7,0,0,0,1,1,3,16,14,15,0,7,11,4,1
10,698,LUTE,KOREA,321321,17,7,0,6,3,2,5,0,0,0,0,0,6,14,5,1
7,701,ZITHER,KOREA,31222,18,9,0,7,0,3,5,2,16,14,0,0,7,16,5,1
10,697,FIDDLE,KOREA,321313,18,9,0,4,0,1,5,2,14,16,0,0,6,13,6,1
44,680,DRUM,KOREA,21125,0,0,1,6,2,2,5,4,11,10,16,0,6,15,6,1
47,683,FRAME DRUM,KOREA,211311,0,0,0,6,0,4,2,2,10,1,0,0,1,16,6,1
7,700,ZITHER,KOREA,31222,16,7,0,7,0,2,7,0,0,0,0,0,6,15,9,1
7,702,ZITHER,KOREA,31222,16,0,0,6,0,2,5,2,16,14,0,0,6,15,9,1
7,703,ZITHER,KOREA,31222,16,7,0,7,3,2,6,2,16,14,0,0,6,15,9,1
28,707,METALLOPHONE,KOREA,111222,3,5,5,0,2,4,8,2,14,16,0,0,1,1,12,1
28,704,PERCUSSION PLAQUE,KOREA,111222,3,6,5,9,3,4,8,1,1,0,0,1,1,1,12,1
29,708,BELLS,KOREA,11124212,4,6,5,9,2,4,5,3,1,14,16,1,1,1,12,1
26,689,SPLIT STICK,KOREA,1123,3,0,0,3,0,0,2,0,0,0,0,0,0,6,12,1
38,1327,IDIOPHONE,KRAHO CANELA,111,4,0,0,0,6,1,1,1,7,0,0,0,0,6,0,1
20,1328,WHISTLE,KRAHO CANELA,4211,0,0,0,1,0,1,1,3,3,1,12,0,0,0,2,1
14,1330,HORN,KRAHO CANELA,4231212,0,10,0,2,2,1,1,3,3,10,12,0,1,6,2,1
31,1331,RATTLE,KRAHO CANELA,11213,3,0,0,0,3,1,1,4,1,3,10,0,1,6,5,1
32,1329,SCRAPER,KRAHO CANELA,1122,4,0,0,2,6,1,1,1,7,0,0,0,4,15,7,1
31,1326,RATTLE,KRAHO CANELA,112121,6,0,0,2,2,1,1,3,12,3,10,0,1,2,9,1
36,1325,STOMPING,KRAHO CANELA,500,0,0,0,2,4,1,1,3,3,12,10,0,1,15,11,1
35,1446,CLAPPING,KUNG,1112,0,0,0,1,5,1,1,4,1,10,3,0,6,6,4,1
5,1444,BOW,KUNG,3111211,21,8,0,5,2,1,1,2,15,16,0,0,6,5,7,1
11,1442,PLURIARC,KUNG,3211,16,0,0,2,2,2,1,2,15,16,0,0,5,15,7,1
31,1445,RATTLE,KUNG,112112,0,0,0,1,0,1,1,4,3,10,2,0,2,14,9,1
34,1443,MBIRA,KUNG,12212,4,0,0,1,2,1,3,2,15,16,0,0,5,15,10,1
31,387,RATTLE,KUTENAI,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,388,FLUTE,KUTENAI,421,0,10,0,0,3,0,1,0,0,0,0,0,0,6,2,1
47,386,FRAME DRUM,KUTENAI,2112111,0,0,5,2,2,4,1,3,2,1,10,0,0,6,9,1
46,1588,DRUM,LALA,21126,2,0,1,0,2,2,1,2,10,1,0,0,0,0,0,1
10,885,GUITAR,LALA,321322,0,7,0,0,0,2,3,2,4,15,0,0,0,0,0,1
45,875,DRUM,LALA,21125,9,0,2,0,2,1,1,2,10,15,0,0,0,0,0,1
45,876,DRUM,LALA,21125,9,0,2,0,2,1,1,3,10,15,11,0,0,0,0,1
45,877,DRUM,LALA,21125,9,0,2,0,2,1,1,3,10,15,11,0,0,0,0,1
45,878,DRUM,LALA,21125,9,0,2,0,2,1,1,3,10,15,11,0,0,0,0,1
45,883,DRUM,LALA,21125,9,0,9,0,2,1,1,1,6,0,0,9,0,0,0,1
46,880,DRUM,LALA,21126,0,0,1,0,2,1,2,3,10,15,11,9,0,0,0,1
35,881,CLAPPING,LALA,1112,0,0,0,0,3,1,1,1,6,0,0,0,1,0,0,1
26,879,CLAPPER,LALA,1112,0,0,3,0,2,0,0,0,10,11,0,0,0,6,0,1
34,884,MBIRA,LALA,12212,5,7,1,2,2,1,1,2,15,16,0,0,0,6,0,1
26,882,STICK,LALA,11111,0,0,4,1,3,1,1,1,6,0,0,0,1,6,0,1
31,873,RATTLE,LALA,11213,4,0,1,1,2,1,1,3,10,15,11,0,1,6,0,1
20,1589,WHISTLE,LALA,421,0,0,0,1,0,1,1,1,10,0,0,0,2,4,2,1
20,954,FLUTE,LAOS,42111,0,10,0,0,2,2,1,2,16,15,0,0,0,6,0,1
26,951,CYMBAL,LAOS,111142,4,4,0,1,2,2,1,2,16,13,14,0,0,6,0,1
22,945,MOUTH ORGAN,LAOS,412132,25,0,0,7,2,1,2,2,16,15,0,0,7,10,1,1
27,946,GONG SET,LAOS,1112412,4,5,0,7,2,1,2,2,16,13,14,0,6,1,9,1
18,950,OBOE,LAOS,422122,0,10,0,3,2,2,1,2,16,13,14,0,6,6,9,1
10,952,FIDDLE,LAOS,32131,18,9,0,4,2,1,1,2,16,13,14,0,6,13,9,1
10,953,FIDDLE,LAOS,32131,18,9,0,6,2,1,1,2,16,13,14,0,6,13,9,1
28,949,XYLOPHONE,LAOS,111212,4,5,0,5,2,1,1,2,16,13,14,0,6,16,9,1
43,948,DRUM,LAOS,2112221,0,0,1,4,2,1,1,2,14,13,16,0,6,16,9,1
43,947,DRUM,LAOS,2112212,0,0,0,5,2,1,1,2,16,13,14,0,6,16,10,1
20,1005,FLUTE,LAPPS,4211,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1
47,1004,DRUM,LAPPS,21111,0,0,3,3,1,4,5,2,2,1,0,4,4,6,4,1
15,1676,HORN,M GREECE,4232322,0,10,0,0,2,2,4,3,9,11,10,0,1,6,2,1
17,1683,CLARINET,M GREECE,4222112,28,10,0,5,2,1,4,3,10,5,11,0,1,6,2,1
15,1677,CORNET,M GREECE,423232,0,10,0,0,2,2,4,3,9,10,11,0,1,6,2,1
15,1678,TRUMPET,M GREECE,42322,28,10,0,2,2,2,4,3,9,10,11,0,1,6,2,1
18,1679,OBOE,M GREECE,422112,27,10,0,3,2,1,4,3,10,11,16,0,1,6,2,1
20,1682,FLUTE,M GREECE,421,28,10,0,2,2,1,1,4,15,16,10,0,9,6,2,1
10,1666,VIOLIN,M GREECE,321322,18,9,0,4,2,1,4,3,10,11,5,0,9,5,3,1
42,1672,DRUM,M GREECE,211211,4,0,4,5,2,1,4,2,10,11,0,0,1,2,4,1
19,1680,BAGPIPE,M GREECE,4222212,26,0,0,5,2,1,1,3,5,10,11,0,1,2,4,1
47,1664,FRAME DRUM,M GREECE,21131,0,0,0,2,0,3,3,1,11,10,0,0,9,6,4,1
19,1681,BAGPIPE,M GREECE,4222221,26,0,0,6,2,1,1,3,10,11,5,0,9,12,4,1
40,1675,DRUM,M GREECE,2111512,92,0,6,4,2,2,4,2,5,10,0,0,1,16,4,1
46,1671,DRUM,M GREECE,2112612,2,0,1,4,2,2,1,2,10,11,0,0,1,2,5,1
26,1670,PERCUSSION STICK,M GREECE,111211,4,0,0,2,0,2,4,3,10,11,16,0,9,6,5,1
10,1667,LUTE,M GREECE,321321,16,7,0,7,3,1,4,3,5,10,16,0,6,11,5,1
7,1669,ZITHER,M GREECE,314122,21,8,0,6,2,2,3,3,10,16,11,0,6,12,5,1
10,1663,LUTE,M GREECE,3213212,0,7,0,6,2,1,4,3,11,10,16,0,6,12,5,1
10,1665,LUTE,M GREECE,321321,16,9,0,3,3,1,7,3,10,16,11,0,9,13,5,1
42,1674,DRUM,M GREECE,2112121,92,0,5,6,2,2,4,3,11,10,9,0,1,16,5,1
7,1668,ZITHER,M GREECE,314122,15,8,0,5,2,2,4,3,16,11,10,0,6,11,6,1
43,1673,DRUM,M GREECE,2112612,1,0,1,4,2,2,4,2,5,10,0,0,6,12,7,1
30,1079,SLIT GONG,MALEKULA,1112411,3,0,3,8,1,1,1,1,1,10,0,3,1,15,1,1
30,1081,SLIT GONG,MALEKULA,1112411,3,0,3,8,1,1,1,1,1,10,0,3,1,15,1,1
30,1078,SLIT GONG,MALEKULA,1112411,3,0,3,9,1,1,1,1,1,10,0,3,1,15,1,1
30,1080,SLIT GONG,MALEKULA,1112411,3,0,3,9,1,1,1,1,1,10,0,3,1,15,1,1
27,1083,GONGLET,MALEKULA,1112411,4,0,4,3,2,1,1,1,1,0,0,0,1,1,2,1
13,1076,CONCH,MALEKULA,423112,0,11,0,2,1,1,1,1,8,1,6,1,1,6,2,1
31,1077,RATTLE,MALEKULA,11211,0,0,0,1,0,1,1,1,10,1,0,0,2,14,10,1
30,1082,SLIT GONG,MALEKULA,1112411,4,0,4,0,2,1,1,1,1,10,0,3,6,15,10,1
30,972,DRUM,MANUS,111231,3,0,0,9,2,2,1,3,11,4,5,0,1,17,1,1
30,970,DRUM,MANUS,111231,3,0,0,9,2,2,1,3,11,4,5,0,1,16,5,1
30,971,DRUM,MANUS,111231,4,0,0,7,2,2,1,3,11,4,5,0,6,15,9,1
20,271,FLUTE,MAORI,42111112,27,0,0,2,2,2,1,4,4,0,16,0,0,0,0,1
13,172,TRUMPET,MAORI,4231111,0,10,0,4,2,2,2,1,4,0,0,2,0,0,0,1
14,174,TRUMPET,MAORI,42312121,0,10,0,8,2,3,1,2,8,9,0,0,1,0,0,1
20,170,FLUTE,MAORI,42111112,0,10,0,2,2,2,2,3,15,16,8,0,5,6,0,1
30,167,SLIT DRUM,MAORI,111231,3,0,3,9,2,4,2,2,9,8,0,0,6,1,1,1
33,175,JEWS HARP,MAORI,1212,0,0,0,1,4,1,4,3,4,8,15,0,6,4,2,1
13,173,TRUMPET,MAORI,4231112,0,10,0,0,2,2,1,1,8,0,0,0,0,6,2,1
20,169,FLUTE,MAORI,42111112,27,10,0,1,2,2,2,4,4,15,16,5,6,6,2,1
26,168,PERCUSSION STICK,MAORI,111211,4,1,0,2,0,2,1,1,11,0,0,0,1,6,12,1
33,1572,JEWS HARP,MARING,1212,0,0,0,1,4,1,1,2,16,4,0,0,9,4,2,1
20,1573,FLUTE,MARING,4211111,0,10,0,3,1,2,1,1,1,0,0,0,0,6,2,1
44,1571,DRUM,MARING,2112411,0,0,1,6,2,1,1,3,1,12,16,0,1,2,5,1
28,1521,XYLOPHONE,MARQUESAS,111212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,1519,SCRAPER,MARQUESAS,1122,33,10,0,0,0,3,1,0,0,0,0,0,0,0,0,1
10,1522,GUITAR,MARQUESAS,321322,0,7,0,5,3,1,4,1,4,0,0,0,0,0,0,1
26,1524,CLAPPER,MARQUESAS,111,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,1
42,1531,DRUM,MARQUESAS,2112112,6,0,1,2,2,1,1,1,10,0,0,0,0,0,0,1
42,1518,DRUM,MARQUESAS,2112111,6,0,1,0,0,1,1,2,1,10,0,0,1,0,0,1
35,1517,CLAPPING,MARQUESAS,1112,0,0,0,1,4,1,1,2,10,1,0,0,2,6,0,1
13,1530,TRUMPET,MARQUESAS,42311,0,10,0,1,2,2,1,0,0,0,0,0,1,6,1,1
13,1532,TRUMPET,MARQUESAS,42312111,0,10,0,3,2,2,1,1,8,0,0,0,0,0,2,1
17,1520,CLARINET,MARQUESAS,4222,33,10,0,0,2,0,0,0,0,0,0,0,0,6,2,1
20,1523,FLUTE,MARQUESAS,421221312,0,10,0,0,0,3,1,2,10,12,0,0,0,6,2,1
10,1528,TRUMPET,MARQUESAS,423112,0,11,0,2,2,2,1,3,1,8,14,0,0,6,2,1
20,1529,FLUTE,MARQUESAS,42112,32,10,0,3,3,2,1,0,0,0,0,0,1,6,2,1
33,1526,JEWS HARP,MARQUESAS,12121,0,0,0,6,2,1,1,1,0,0,0,0,9,6,2,1
5,1533,MUSICAL BOW,MARQUESAS,31112,21,0,0,6,6,3,1,1,15,0,0,0,0,6,3,1
42,1527,DRUM,MARQUESAS,2112112,6,0,1,9,2,4,1,1,1,0,0,0,1,15,4,1
26,1525,PERCUSSION STICK,MARQUESAS,111212,4,0,0,1,3,2,1,1,10,0,0,0,0,6,12,1
35,890,CLAPPING,MBUTI,1112,0,0,0,0,4,1,1,4,1,10,11,0,9,0,0,1
26,887,IDIOPHONE,MBUTI,11111,4,0,0,1,0,1,1,3,11,15,7,0,0,6,0,1
20,889,FLUTE,MBUTI,421,0,10,0,1,2,3,1,1,15,0,0,0,0,6,2,1
13,891,HORN,MBUTI,423,0,10,0,9,1,2,1,1,1,0,0,1,1,7,12,1
27,1341,GONG,MNONG GAR,1112411,3,0,0,0,2,1,1,1,1,0,0,0,0,0,0,1
28,1583,LITHOPHONE,MNONG GAR,111222,0,6,0,9,0,3,6,0,0,0,0,0,0,1,0,1
27,1340,GONG,MNONG GAR,1112411,3,0,0,4,2,1,1,2,1,12,0,0,0,1,0,1
28,1342,XYLOPHONE,MNONG GAR,111212,4,0,0,0,0,1,1,2,16,1,0,0,0,16,0,1
22,1584,MOUTH ORGAN,MNONG GAR,412132,0,0,0,6,9,3,3,2,11,15,0,0,0,6,1,1
43,1343,DRUM,MNONG GAR,211222,10,0,2,7,2,1,1,4,6,1,12,0,6,1,2,1
14,1339,HORN,MNONG GAR,42311,41,0,0,3,2,1,1,3,8,1,6,0,1,6,2,1
20,1337,FLUTE,MNONG GAR,42111112,0,10,0,1,2,1,1,4,16,8,6,0,9,6,2,1
27,1338,GONG,MNONG GAR,1112411,3,2,0,3,2,1,1,4,12,1,16,0,1,6,5,1
7,1309,ZITHER,MORAVIA,3112,0,0,0,7,0,3,1,2,12,10,0,0,1,6,1,1
20,1451,FLUTE,MORAVIA,42111121,0,10,0,4,2,1,1,1,16,0,0,0,1,6,2,1
17,1456,CLARINET,MORAVIA,4222112,0,0,0,3,3,1,4,4,10,12,11,0,1,6,2,1
10,1455,VIOLIN,MORAVIA,321321,0,9,0,4,3,1,4,3,10,11,16,0,1,6,2,1
10,1447,LUTE,MORAVIA,321321,0,9,0,4,3,1,4,2,10,11,0,0,7,6,2,1
20,1449,FLUTE,MORAVIA,42112112,67,11,0,3,3,1,4,2,10,16,0,0,9,6,2,1
7,1454,CIMBALOM,MORAVIA,314322,15,0,0,7,3,1,5,3,16,11,10,0,6,2,4,1
15,1448,HORN,MORAVIA,42312122,0,11,0,5,2,1,1,1,8,0,0,0,1,6,4,1
37,1311,DRUM,MORAVIA,23211,13,0,9,4,0,2,5,2,12,11,0,0,1,6,4,1
19,1450,BAGPIPE,MORAVIA,42212,26,0,0,4,2,3,1,3,10,16,12,0,7,9,5,1
7,1452,ZITHER,MORAVIA,314122,17,0,0,4,3,1,5,1,16,0,0,0,1,16,5,1
10,1453,BASS VIOL,MORAVIA,32122,18,9,0,8,2,1,5,3,10,11,16,0,1,15,12,1
46,714,DRUM,MOROCCO GEN,21126,0,0,0,0,5,1,0,0,11,12,16,0,0,0,0,1
46,713,DRUM,MOROCCO GEN,21126,0,4,1,2,0,2,1,0,10,11,16,0,6,0,0,1
46,709,DRUM,MOROCCO GEN,21126,0,0,1,3,5,1,2,0,11,12,16,0,6,0,0,1
7,718,ZITHER,MOROCCO GEN,314222,17,7,0,6,3,3,3,0,16,0,0,0,6,11,0,1
17,715,CLARINET,MOROCCO GEN,4222,27,0,0,2,0,1,2,0,10,11,16,0,0,6,2,1
20,722,FLUTE,MOROCCO GEN,42111112,27,10,0,3,3,1,2,0,11,15,16,0,0,6,2,1
18,723,SHAWM,MOROCCO GEN,42211,27,10,0,3,3,0,4,0,9,0,0,0,9,6,2,1
47,712,FRAME DRUM,MOROCCO GEN,211311,0,0,1,4,0,2,1,0,10,11,16,0,6,6,4,1
47,711,FRAME DRUM,MOROCCO GEN,211311,0,0,1,2,0,1,2,0,10,11,16,0,6,6,4,1
10,710,VIOLIN,MOROCCO GEN,321322,18,9,0,4,3,1,4,0,11,14,16,0,6,11,4,1
10,716,FIDDLE,MOROCCO GEN,321322,18,9,0,4,3,1,2,0,14,16,0,0,6,13,4,1
10,719,FIDDLE,MOROCCO GEN,321311,19,0,0,2,0,1,1,0,0,0,0,0,6,11,5,1
10,720,LUTE,MOROCCO GEN,321321,19,7,0,6,3,1,1,0,11,14,16,0,6,11,5,1
10,721,LUTE,MOROCCO GEN,321321,19,7,0,6,0,2,2,0,11,14,16,0,6,11,5,1
26,717,CASTANET,MOROCCO GEN,11114,4,0,0,1,0,1,1,0,10,0,0,0,2,4,12,1
33,1123,JEWS HARP,MOSQUITO,12121,3,7,0,0,2,1,4,0,0,0,0,0,0,0,0,1
35,1121,CLAPPING,MOSQUITO,1112,0,0,1,0,4,1,1,2,10,11,6,0,1,0,0,1
31,1115,RATTLE STICK,MOSQUITO,11213,3,0,0,2,5,1,1,2,6,10,0,0,9,6,0,1
5,1122,MUSICAL BOW,MOSQUITO,311111,0,7,0,6,4,1,1,0,0,0,0,0,1,6,2,1
20,1117,FLUTE,MOSQUITO,4211112,33,10,0,1,2,1,1,1,6,0,0,0,1,6,2,1
13,1124,CONCH,MOSQUITO,4231111,0,10,0,2,2,1,1,1,8,0,0,0,1,6,2,1
20,1119,FLUTE,MOSQUITO,4211112,27,10,0,1,2,1,1,0,7,0,0,1,1,6,2,1
20,1120,FLUTE,MOSQUITO,4211112,27,10,0,2,2,1,1,0,0,0,0,0,1,6,3,1
20,1118,FLUTE,MOSQUITO,4211112,27,10,0,2,2,1,1,1,6,0,0,0,1,6,3,1
46,1113,DRUM,MOSQUITO,21126,0,0,2,3,2,1,1,1,6,0,0,0,3,15,6,1
20,1116,FLUTE,MOSQUITO,42111112,27,10,0,8,2,2,1,1,2,0,0,1,1,15,10,1
42,1114,DRUM,MOSQUITO,11113,4,0,4,0,2,1,5,1,11,8,0,0,6,15,10,1
5,755,MUSICAL BOW,MOTILON,31112111,20,9,0,4,2,2,1,1,6,0,0,1,1,4,1,1
20,753,FLUTE,MOTILON,42111112,0,10,0,2,2,2,1,1,6,0,0,0,1,6,2,1
21,752,PANPIPE,MOTILON,42111211,0,0,0,2,3,2,1,1,6,0,0,1,1,6,2,1
20,754,FLUTE,MOTILON,42111112,33,10,0,7,2,2,1,1,12,0,0,0,6,11,10,1
13,416,TRUMPET,MURRAYTORRES,42311,0,0,0,0,2,2,1,3,2,8,9,0,0,0,0,1
44,406,DRUM,MURRAYTORRES,2112411,15,0,2,6,2,1,1,3,10,1,6,1,0,0,0,1
20,404,FLUTE,MURRAYTORRES,42111111,27,10,0,2,3,2,1,2,15,16,0,0,0,6,0,1
25,414,BULLROARER,MURRAYTORRES,41222,0,0,0,2,1,1,1,4,1,3,0,0,0,3,1,1
18,403,PIPE,MURRAYTORRES,422,0,10,0,1,2,3,1,1,6,0,0,0,0,0,2,1
33,413,JEWS HARP,MURRAYTORRES,12121,0,0,0,3,3,1,1,1,15,0,0,0,0,4,2,1
21,415,PANPIPE,MURRAYTORRES,421112,0,0,0,3,3,3,0,0,0,0,0,0,0,6,2,1
31,410,RATTLE,MURRAYTORRES,112111,0,0,0,1,3,1,1,3,1,10,6,0,2,2,5,1
26,409,SPLIT IDIOPHONE,MURRAYTORRES,1123,3,0,0,4,2,4,1,1,1,0,0,0,0,6,12,1
31,412,RATTLE,MURRAYTORRES,11213,4,0,0,6,2,4,1,1,1,0,0,0,1,6,12,1
31,411,RATTLE,MURRAYTORRES,11211,0,0,0,1,3,2,1,2,2,10,0,0,2,6,12,1
32,407,SCRAPER,MURRAYTORRES,112211,4,0,0,2,9,2,1,1,1,0,0,0,9,6,12,1
13,442,DIDJERIDU,N AUSTRALIA,4231112,0,10,0,8,2,2,1,2,1,10,4,0,0,0,0,1
